model,version,description,strategy,item_id,bertscore,bleu,sari,perplexity,fkgl_delta,fre_delta,fkgl_input,fkgl_output,fre_input,fre_output,lens,phase,experiment_group,retrieval
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,1a0b8710-ed9d-4dad-a554-1c5d1ad983fe,0.827861189842224,0.0425048130170207,36.6833250386601,13.8213043212891,-5.45028742228599,28.8670358680057,11.5419540889527,6.09166666666667,49.2379641319943,78.105,51.6265151222321,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,1e66002a-16e7-41c0-a275-2e7fa32d1f97,0.848472356796265,0.0216829804440995,37.0684813439163,19.4403114318848,-8.41274094730537,35.7358715374605,14.5882868828513,6.17554593554594,40.2410981595092,75.9769696969697,79.1292173350199,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,7afc29d7-be43-495e-ad9e-ec46d82dd3e7,0.881033062934875,0.0849113614255248,40.1745812762166,36.8803253173828,-4.95012043512043,17.2020700156717,11.82,6.86987956487957,57.0236817325801,74.2257517482518,70.3219956141819,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,1fb1b1f7-379a-4a8e-ab8b-be1b460d2ea5,0.884091436862946,0.0669035704803082,37.2953913611264,19.5559425354004,-3.91245030668362,13.6311750594519,10.7158366420873,6.80338633540373,55.5952212138401,69.2263962732919,72.0826741626364,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,a88a02ff-bab8-44d2-afa5-12772fbfc296,0.879973709583282,0.0445786127537562,35.9547801851247,18.1544075012207,-2.93728960410075,12.4511337733474,10.5578409825469,7.62055137844612,57.5048060762767,69.9559398496241,79.6111245602885,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,dddfe981-13ea-4724-bc74-3414bf560595,0.892666339874268,0.187217444481934,47.7973369452038,24.3449192047119,-7.94714559041721,28.626398628482,13.3749295774648,5.42778398704758,47.8089599133261,76.4353585418081,62.0293167161892,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,29957f09-1c1d-41a8-b566-44757a56338a,0.891908168792725,0.192233088644234,47.8143128173673,16.5124340057373,-5.50579968460922,23.8900857346518,10.7984408806225,5.29264119601329,56.422738185614,80.3128239202658,64.9829200038168,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,f7622528-eb80-4c82-890f-5f267b67b769,0.849637389183044,0.0275728974509749,33.0725327037731,22.7335052490234,-0.426728869274633,-0.00281600740981958,9.65924603174603,9.2325171624714,59.0579761904762,59.0551601830664,74.5877826249397,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,4d3371cd-157c-4a77-a759-3fd0de4b27d5,0.841522574424744,0.010019315106626,34.9906044224957,25.3582286834717,-8.74983798090622,33.9288074957938,13.2099054182858,4.46006743737958,46.2757702177579,80.2045777135517,66.3744983706718,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,0e22ebb4-62a7-4aa8-a33e-8f4958bba5ff,0.872312068939209,0.064318252282879,39.134088344771,29.5170211791992,-4.53863519885486,15.8473083934435,11.388953380673,6.85031818181819,54.5921688792837,70.4394772727273,75.5004492393923,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,8d86c3f6-d223-4f78-ab29-b99e3681e5dd,0.889481127262115,0.112437573065815,44.848557268862,18.6829280853271,-2.00374817837255,7.71951687940575,11.5314311808539,9.52768300248139,42.9357033439193,50.6552202233251,71.6505144496414,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,fd68ca61-b4e3-4ef5-aaf7-9d66c6c2529b,0.855338633060455,0.0281536461303809,35.1073994376975,16.9017181396484,-7.42262714406684,26.468262122895,12.3996998629182,4.97707271885132,46.2171616844232,72.6854238073182,78.199310864912,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,f7622528-eb80-4c82-890f-5f267b67b769,0.840552628040314,0.0237968189793311,33.7061318361058,20.2939205169678,-5.6062976425811,26.1724930353613,9.65924603174603,4.05294838916493,59.0579761904762,85.2304692258375,71.474751133617,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,d0cb1ca8-5b9a-4c50-9531-18139d658cf1,0.870491862297058,0.0814382119254623,37.1918601538839,26.4501266479492,-8.28718024783814,36.0280138013556,10.3839295929593,2.09674934512115,56.5933861386139,92.6213999399695,70.005983455433,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,46ebbe82-0dba-4aa1-aa21-4764f6f0398d,0.899920344352722,0.125544062031784,39.1836767221639,27.4250526428223,-5.34892418469736,22.9739681576856,11.5005965202983,6.15167233560091,49.802792046396,72.7767602040817,79.7941349312838,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,e04a89b4-d891-4461-8402-41aa68f72803,0.852085411548615,0.0172322459219273,36.5175762155788,18.5686149597168,-6.4038512649045,24.6319027481007,12.1034666495199,5.69961538461539,48.8626485339506,73.4945512820513,39.7120428763184,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,bb1dcf74-c02d-41ca-95f9-62d78c969993,0.865460693836212,0.0229878544730813,32.5610779710827,44.6932830810547,-2.52528859357697,5.46769457364343,10.0423428571429,7.51705426356589,61.2306,66.6982945736435,69.3342561743373,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,b123de27-b4d3-47f7-b475-848f524d286d,0.880856931209564,0.0752341541409551,38.7697208037114,18.8638381958008,-3.58544414503781,11.3170541488061,14.5017875264271,10.9163433813893,33.2152394291755,44.5322935779816,70.6477689704209,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,4d3371cd-157c-4a77-a759-3fd0de4b27d5,0.858196318149567,0.0259470721719718,38.6759811890638,27.4534778594971,-10.5871075210895,41.8938471887841,13.2099054182858,2.62279789719626,46.2757702177579,88.1696174065421,55.1113799494808,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,9c6659e1-f137-4776-9757-5e7d2101f01c,0.871973872184753,0.0610943313193954,40.3877966348091,20.6522483825684,-8.09591470284573,38.408031703784,11.1332220795892,3.0373073767435,49.0840179717587,87.4920496755426,58.6396641474669,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,8667c323-4069-43e9-bd7b-17ca3f2f0c2b,0.864561021327972,0.0336618085194245,35.0316775858128,36.4216156005859,-9.9034529100936,39.5778015717678,14.9394603475513,5.03600743745774,33.0517876777251,72.6295892494929,63.1274481666402,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,f9030a80-0c90-421b-9966-e1786f8af50c,0.865776360034943,0.0355935387055506,37.5656113865871,25.6543121337891,-3.76180355269115,14.4530721676339,10.8348981634696,7.07309461077844,53.6945817245817,68.1476538922156,80.1511244008342,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,a80a0783-984a-4bd5-b429-a60cfce27316,0.882848262786865,0.084640903346334,36.6743998240159,31.1390972137451,-7.11931749612557,28.6015405318366,10.5244417651314,3.40512426900585,54.7384265734266,83.3399671052632,56.4110689628583,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,b5c22f4f-5cd3-44f0-99a7-8e90672fb766,0.844358623027802,0.0328324791452771,27.7641474390308,21.8760814666748,-2.87132663748925,13.2353735707428,8.15324561403509,5.28191897654584,66.6888304093567,79.9242039800995,56.8307039570227,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,24ce5ba7-de25-41b8-9772-6e49bc762763,0.833206415176392,0.0210560091386661,33.159825350703,23.9101791381836,-2.26565907132084,3.64494828700713,9.25108974358974,6.98543067226891,64.8043269230769,68.4492752100841,66.7198813478909,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,63dcec00-3c5d-49dd-b7b6-79c8546e9900,0.83282881975174,0.0328535573162381,36.3357565120641,25.46169090271,-2.7538852001905,-0.328182844244353,10.160056286474,7.40617108628348,65.1847244379986,64.8565415937542,51.189016316715,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,580f7fd3-f9eb-40c2-8f64-e1072371de48,0.842082798480988,0.0154691119340344,31.8026762689817,19.0116863250732,-7.22319435797666,30.8986464356979,12.8896,5.66640564202335,42.6113641025642,73.510010538262,68.9720652047453,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,ebcb2e6a-0f31-4977-8f28-d9a308824b3d,0.853772819042206,0.0332192506673553,31.7387390474569,29.1227684020996,-3.69924719928582,16.4367543236819,8.73653955808981,5.03729235880399,63.1307252316465,79.5674795553284,77.8543050941384,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,4d725e57-07e0-4237-b54a-466fe278ddad,0.866639316082001,0.0897077753580379,40.3591474532599,19.6898460388184,-5.28198510453743,24.8868950903465,12.8757661990648,7.59378109452736,42.2508080605656,67.1377031509121,75.6467266858876,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,f070e086-2f82-42a1-a158-7297b0db2e1e,0.852953791618347,0.0389465576386634,32.9098580302794,26.0570220947266,-6.5515404056463,21.929548534207,10.8269798960922,4.27543949044586,61.1225491303366,83.0520976645436,74.8397681931949,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,adcd69e0-cb05-409a-9b9c-f148d5aa7d22,0.847408950328827,0.0262757083809599,34.3901935357802,24.9865055084229,-8.37570346320346,38.196342449923,12.5769155844156,4.20121212121212,46.1759302773498,84.3722727272728,79.3282763148115,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,65c42dd9-cebd-4ff3-b494-5470fc63f7d7,0.835558474063873,0.0259130252160402,31.0198283660245,21.9611320495605,-3.37601650740213,15.0775019053956,8.8170237363178,5.44100722891566,64.628900504243,79.7064024096386,62.0749334188618,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,0cea46bd-f5e7-4bc6-a152-88584ee3f7e2,0.855176031589508,0.0268672717436595,34.0675513335507,27.5873165130615,-3.77838652825647,16.5047761723656,12.4017837010791,8.62339717282262,43.7633154829012,60.2680916552668,81.1029287092226,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,b5905d66-bf22-4a4c-b4f1-e26e2bbc86f0,0.917314410209656,0.164365557008222,46.8442982941319,27.4750862121582,-6.79949107142857,23.3613440701248,12.0544910714286,5.255,54.2342589285714,77.5956029986963,70.6373285447307,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,ef119154-a8b2-4e7c-bba2-fbeadebc0852,0.90069568157196,0.17592731230377,45.4587385208934,25.6907787322998,-3.81212384902121,16.8904861043858,9.18047619047619,5.36835234145499,60.8920879120879,77.7825740164737,62.0840769703614,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,1fb26cfb-c579-491d-8740-482886eb5325,0.879502356052399,0.0858608907007709,39.2734254632762,27.8267116546631,-5.67066779043754,24.3359426252536,10.5219515113678,4.85128372093023,56.655931793351,80.9918744186047,69.0002347132665,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,constraint,88e4d07f-8d83-4e2d-af9f-16b22cde87c9,0.880904674530029,0.10678639934021,39.7103820108652,37.8547210693359,-9.32442779265122,37.1321258345794,13.7830985915493,4.45867079889807,38.397558685446,75.5296845200254,65.1601790339673,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,3a1c620c-82b6-4c28-9d32-7a1c5837e0b3,0.903203010559082,0.254904559762267,43.3323140219583,28.4654006958008,-2.96555687163113,9.58324902086616,9.30629072681704,6.34073385518591,64.7853354540197,74.3685844748858,71.7854376585727,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.844878554344177,0.0277281462658514,34.1797732158292,27.8920783996582,-3.61737298888494,19.578636586645,11.9550819672131,8.33770897832817,45.5665027322405,65.1451393188855,74.0086494742281,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,a433a649-8440-4b43-a834-f6ace7c927a6,0.864945650100708,0.0124614156533639,37.7033258748397,23.6564826965332,-6.58961389828818,23.6702510475929,13.138658568788,6.54904467049978,46.7496980899569,70.4199491375498,79.5547496438931,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,9c6659e1-f137-4776-9757-5e7d2101f01c,0.848264575004578,0.0139551313580731,35.3802350958895,23.824951171875,-0.585400773747295,4.90946656432382,11.1332220795892,10.5478213058419,49.0840179717587,53.9934845360825,74.2361398675169,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,c52ee99a-e405-4069-88c8-12ce936eacbc,0.84910637140274,0.0187949640019656,30.7847706408997,47.1077346801758,-3.65864394330749,17.6704608713373,10.6380360277402,6.97939208443272,54.3549755402722,72.0254364116095,50.8271387539989,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,ef119154-a8b2-4e7c-bba2-fbeadebc0852,0.858510553836823,0.00734348223536132,30.6586697919388,55.279468536377,-2.04119783996073,9.56506117593744,9.18047619047619,7.13927835051546,60.8920879120879,70.4571490880254,62.317808563077,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,6ad4030b-2757-4f4c-9a48-b6684d99d8f4,0.866316437721252,0.0588148909045594,35.2977051463849,20.4763278961182,-3.23349942892195,11.8573342952538,12.2829556650246,9.04945623610269,48.8135632183908,60.6708975136447,77.6902177127755,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,3a1c620c-82b6-4c28-9d32-7a1c5837e0b3,0.86583000421524,0.0545301894691826,32.3583576948445,32.2114868164062,-2.89174088758875,5.59294738050914,9.30629072681704,6.4145498392283,64.7853354540197,70.3782828345288,69.8896964047787,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,structured,aee06035-faae-4c63-8b7e-2cf80a37b78d,0.843096911907196,0.0348377567396772,35.4459710058516,47.6291961669922,-4.67511843425419,26.6807704881463,10.9074567801189,6.23233834586467,47.3878122186206,74.0685827067669,68.564888347154,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,8e6d15b7-de29-4c65-8d40-d0660c5680f6,0.86235100030899,0.0830248837247752,39.4316412641243,22.6417121887207,-10.5704406096873,40.1158657739443,15.4458189450119,4.87537833532457,36.2812399608227,76.3971057347671,67.8837131964319,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,structured,07892012-6eed-43ee-a1c6-2ac7b7a897a6,0.84639847278595,0.0246195251406715,36.3530070101084,36.3665657043457,-6.50414216395129,20.9043676424906,13.6563372859025,7.15219512195122,47.222380324989,68.1267479674797,66.9075975495588,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,89b6bb2d-b0a6-419d-9997-638c278bcbfa,0.904618084430695,0.176378480746565,46.3993208533957,27.7647018432617,-4.56578185961329,14.7427877613998,13.0699352191751,8.50415335956183,46.8029169365868,61.5457046979866,68.197687758436,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,bfa8903d-aab8-4b7c-a39d-5fd93e4d04c2,0.887183964252472,0.182510612396181,45.2372201415091,26.2365379333496,-6.01328413688039,21.7813765035582,14.2802812939522,8.26699715707179,39.5826160337553,61.3639925373135,69.954719669667,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,4e1e3ea6-52a0-49de-87e5-183ac59694eb,0.875984728336334,0.106387983007832,37.9915171433361,32.2670059204102,-5.29482882331985,18.5837226585818,12.8116154770648,7.51678665374498,49.3613465647326,67.9450692233144,70.5462673801091,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,59efff9f-d6a7-4ee9-9d12-010d8b5ccdd1,0.85334187746048,0.0225811518378617,36.6718756414067,24.4025077819824,-7.767017259996,24.8216164814726,14.2596020293123,6.49258476931628,45.489771326569,70.3113878080415,82.4552875356278,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,constraint,e3431386-5be3-4b7c-985b-083a5e52e329,0.871489822864532,0.0909260165536089,40.6297963139293,28.4380702972412,-8.34282096457165,35.620486181025,10.7022745098039,2.35945354523227,54.6672352941177,90.2877214751426,51.9277436101774,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,84f6dffb-3690-4b31-8545-ddd98ad0609b,0.900542557239532,0.197854196143095,48.3390762991373,22.8543510437012,-1.34829667856026,8.77286453480255,8.96605529924992,7.61775862068965,61.4735081442426,70.2463726790451,74.480270163223,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,8006ce35-7f22-4d5e-acf0-3540c32f66f3,0.904289901256561,0.140215893571794,41.1796300360221,32.7066879272461,-3.3474228371977,13.7904970913322,8.48371428571429,5.13629144851658,63.347,77.1374970913322,52.0263537363389,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,189ec7f6-01d2-4d69-a1de-a854b64f00da,0.888265371322632,0.126023249681795,42.4256540741987,24.5416927337646,-3.26158736007168,10.318640761692,9.60919215594359,6.34760479587191,58.6327042071956,68.9513449688876,67.4061823534097,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,c52ee99a-e405-4069-88c8-12ce936eacbc,0.891426682472229,0.175805030870864,44.9222039142993,19.8756999969482,-7.3333699160125,30.7259983775968,10.6380360277402,3.30466611172771,54.3549755402722,85.080973917869,59.3237182041389,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,zeroshot,dd8d82a5-887c-4afb-a06d-31b0e3648949,0.874509871006012,0.0639252669962067,43.7182449865005,19.212818145752,-8.35240512141628,32.7348250559668,11.8571499150841,3.50474479366787,49.9705233904586,82.7053484464254,77.4557281126776,PE_v2,PE-v2,none
sonar,v1,step 1 - simple prompt engineering,constraint,75a77e5d-ece0-4c1d-a853-f709fa0c7654,0.856746852397919,0.131318211771796,42.8788300847893,18.3206062316895,-7.40136229025723,24.5641282321695,11.8338217122683,4.43245942201109,49.1345160341277,73.6986442662972,13.5332466792808,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,555aa0f7-9fe5-4275-9163-34a67cc7aa98,0.835078418254852,0.0176946936767805,34.6060510699785,12.774022102356,-8.26903284380238,41.0356119802059,14.4590818634102,6.19004901960784,34.7924762550882,75.8280882352941,66.7349554298455,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,7894abc5-bef9-4465-b5e0-d436c286d3d8,0.835093557834625,0.10437998308924,39.4673225078783,17.6786060333252,-6.96276918877284,29.4308279654071,9.70420831406835,2.74143912529551,56.4410470345929,85.871875,18.1476653925138,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,2f0e5d7d-3c5c-4d95-b31a-f43f036a7c39,0.853487014770508,0.0316268441685715,34.8421914642594,34.9138412475586,-2.50196996388089,11.6082164524433,7.98487077909828,5.48290081521739,63.9692359932088,75.5774524456522,76.8279359301563,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,structured,98ef0db1-7547-4b67-be3d-f9d8cb0b0d13,0.858233213424683,0.0197002696687816,27.6546796717776,29.2850494384766,-3.07594049716187,13.2463709466954,9.60153846153846,6.52559796437659,60.9559615384616,74.2023324851569,70.7061527205951,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,c9666b42-c74f-4633-86ec-2331e0b0defb,0.893076479434967,0.172685301060794,45.9259443518556,19.0752410888672,-5.7304940090574,23.2500892468818,12.8097260273973,7.07923201833986,43.22968914647,66.4797783933518,77.3230069855524,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,6feb26a7-1da1-42c2-8961-e1fd8c9c08a2,0.896282553672791,0.166638427992724,45.8766350427256,24.2113304138184,-6.52153008755996,24.611531058491,12.8244236760125,6.3028935884525,47.0975413371675,71.7090723956585,58.8481349389392,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,0583c253-0cd4-4bc9-82bb-b0890ceea056,0.889176547527313,0.126906874850277,42.2692836808482,30.898567199707,-4.07594363991602,13.838589200236,10.6473816491651,6.57143800924907,56.5145532793941,70.3531424796301,73.3816037228177,PE_v2,PE-v2,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.874900996685028,0.128234187863688,44.6884486250582,37.2358207702637,-7.61092230334756,33.4900728980116,11.9550819672131,4.34415966386555,45.5665027322405,79.0565756302521,67.5133171213064,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,d99896cd-0dde-4f4f-b003-329dd7ace4b7,0.850312232971191,0.0116534997913067,33.3174300796557,27.0654830932617,-5.67155669072845,25.2153611450693,14.269126984127,8.59757029339854,38.56,63.7753611450693,62.7380103185092,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,bfa8903d-aab8-4b7c-a39d-5fd93e4d04c2,0.873579859733582,0.084407963470736,39.8469030945264,29.6898365020752,-10.3441877498152,41.3154373259285,14.2802812939522,3.93609354413702,39.5826160337553,80.8980533596838,57.3876244478859,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,249682d2-940c-4bf3-976d-bc5ca106a066,0.839038550853729,0.0323578993110471,32.9006143659488,25.3598670959473,0.644910282953756,-6.00652173913045,7.14332643202209,7.78823671497585,73.1095652173913,67.1030434782609,80.192161106794,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,d91e1ab9-6b9c-4cee-a0f3-754098456b9e,0.866003572940826,0.0961345044556184,39.2550891584269,28.8725051879883,-3.23757833394676,15.2373123849834,11.2675398724083,8.02996153846154,51.1974760765551,66.4347884615385,74.3802895684226,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,84927d5f-ac33-4329-9612-10da4b985780,0.885689198970795,0.169337131363941,51.3793323665502,24.7205085754395,-2.16395005190206,10.3537935707207,9.28234627831715,7.1183962264151,59.088503236246,69.4422968069667,82.4575743190672,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,structured,046eac31-87a0-45b5-9646-5ac85264f32d,0.83893495798111,0.01866001864284,35.1991196398205,22.5723438262939,-6.12578985984333,24.7401498789252,12.611722972973,6.48593311312965,45.8309628378379,70.571112716763,63.6846964861191,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,0b6408fe-b91c-49ad-8f63-5a753013b682,0.917782664299011,0.207478448150694,45.5657205864259,25.8062400817871,-6.12727278392273,17.4899651382181,12.6528707482993,6.52559796437659,56.7123673469388,74.2023324851569,65.613186795562,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,constraint,410ee136-5f83-4adb-bb49-51de0a773927,0.864582479000092,0.0437635623241596,40.5032142690368,46.7274017333984,-10.6456708084665,45.7067736896951,13.0543322000971,2.40866139163064,45.075985915493,90.782759605188,60.1900165996295,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,constraint,580f7fd3-f9eb-40c2-8f64-e1072371de48,0.869988024234772,0.0595946400401271,38.7638294338675,21.4363842010498,-8.93060599907706,34.6999264681173,12.8896,3.95899400092294,42.6113641025642,77.3112905706814,63.5968863243742,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,95d38f2b-7d0b-41f7-9ff0-810e31e24faa,0.873437106609344,0.0702669041854476,36.0829921833847,17.9378643035889,-5.39378932708574,18.5243999384717,11.2869261902226,5.89313686313686,53.9335238044521,72.4579237429238,70.0165799535276,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,e04a89b4-d891-4461-8402-41aa68f72803,0.863371610641479,0.0863414249018161,41.2352243046833,21.8179683685303,-8.21853074895932,30.4260714270535,12.1034666495199,3.88493590056057,48.8626485339506,79.2887199610042,27.2012785151918,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,ebcb2e6a-0f31-4977-8f28-d9a308824b3d,0.843204736709595,0.00872296210105552,29.3589786532421,46.8871231079102,-0.260223768616129,4.34576450965595,8.73653955808981,8.47631578947368,63.1307252316465,67.4764897413024,55.4353716260317,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,constraint,46ebbe82-0dba-4aa1-aa21-4764f6f0398d,0.87845778465271,0.0702770272808982,35.777836756894,29.5549354553223,-8.6277551636243,38.2290812212918,11.5005965202983,2.87284135667396,49.802792046396,88.0318732676878,72.394705799386,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,zeroshot,851bf72f-5b5f-44fe-ace0-0810ec4b40da,0.858348786830902,0.0657383591968787,39.9279262984592,17.2743606567383,-8.68557279839809,36.8765129600213,11.4038664802351,2.71829368183701,52.1226240638923,88.9991370239136,73.6764825663993,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,bb974d41-cebc-4517-b191-9e5e655082ed,0.873495519161224,0.0843655194881676,37.9813639518225,32.8228416442871,-5.55528849985731,16.9546551123991,13.3709300693165,7.81564156945917,47.4738549618321,64.4285100742312,72.8957231641103,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,1a0b8710-ed9d-4dad-a554-1c5d1ad983fe,0.826008975505829,0.0366561070604139,36.5462985330722,15.3909425735474,-6.63118485818342,33.7712666372365,11.5419540889527,4.91076923076923,49.2379641319943,83.0092307692308,55.6228523692302,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,f070e086-2f82-42a1-a158-7297b0db2e1e,0.916604995727539,0.310240249578935,50.2042174209679,22.0919361114502,-5.57116832090776,19.6735525032215,10.8269798960922,5.2558115751844,61.1225491303366,80.7961016335581,77.31160717905,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,59efff9f-d6a7-4ee9-9d12-010d8b5ccdd1,0.829824984073639,0.0145694810468284,33.9201892169727,15.1050729751587,-10.4340565747668,39.7785468552492,14.2596020293123,3.82554545454546,45.489771326569,85.2683181818182,85.079182263094,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,cc2b3c8f-715e-4fa4-9af7-0251b537a260,0.881193995475769,0.0826587258964117,36.6784766788738,20.0830001831055,-8.10494253026982,35.1972780651353,10.7726585268481,2.66771599657827,54.9031810167011,90.1004590818363,77.0223619384044,PE_v1,PE-v1,none
